Day,Time,Event,len(Queue)
1,8:49,Car 132 arrives at charger 26,6
1,8:49,Car 250 starts traveling,NA
1,8:49,Car 262 starts traveling,NA
1,8:50,Car 39 arrives at charger 5,6
1,8:50,Car 92 starts traveling,NA
1,8:50,Car 111 arrives at charger 26,7
1,8:50,Car 131 arrives at charger 19,6
1,8:50,Car 207 starts traveling,NA
1,8:50,Car 244 starts traveling,NA
1,8:51,Car 221 arrives at charger 49,3
1,8:51,Car 267 finish traveling,NA
1,8:51,Car 336 starts traveling,NA
1,8:51,Car 346 starts traveling,NA
1,8:51,Car 366 starts traveling,NA
1,8:51,Car 369 finish traveling,NA
1,8:51,Car 307 departs at charger 67,5
1,8:52,Car 154 starts traveling,NA
1,8:52,Car 213 arrives at charger 31,7
1,8:52,Car 261 arrives at charger 57,2
1,8:52,Car 277 finish traveling,NA
1,8:52,Car 308 arrives at charger 76,1
1,8:52,Car 328 finish traveling,NA
1,8:53,Car 203 starts traveling,NA
1,8:54,Car 238 starts traveling,NA
1,8:54,Car 307 finish traveling,NA
1,8:54,Car 390 starts traveling,NA
1,8:55,Car 252 arrives at charger 46,1
1,8:55,Car 263 starts traveling,NA
1,8:55,Car 361 arrives at charger 70,5
1,8:55,Car 390 arrives at charger 75,2
1,8:55,Car 166 departs at charger 32,0
1,8:56,Car 64 starts traveling,NA
1,8:56,Car 166 finish traveling,NA
1,8:56,Car 336 arrives at charger 77,1
1,8:56,Car 392 starts traveling,NA
1,8:56,Car 153 departs at charger 30,2
1,8:57,Car 64 arrives at charger 11,1
1,8:57,Car 83 arrives at charger 15,1
1,8:57,Car 101 starts traveling,NA
1,8:57,Car 109 starts traveling,NA
1,8:57,Car 266 starts traveling,NA
1,8:57,Car 296 arrives at charger 51,1
1,8:57,Car 314 arrives at charger 67,5
1,8:57,Car 325 arrives at charger 65,6
1,8:57,Car 356 starts traveling,NA
1,8:57,Car 3 departs at charger 1,1
1,8:58,Car 141 arrives at charger 33,1
1,8:58,Car 203 arrives at charger 30,2
1,8:58,Car 61 departs at charger 18,2
1,8:58,Car 251 departs at charger 50,2
1,8:59,Car 153 finish traveling,NA
1,8:59,Car 223 starts traveling,NA
1,8:59,Car 250 arrives at charger 52,4
1,8:59,Car 263 arrives at charger 58,7
1,8:59,Car 311 starts traveling,NA
1,8:59,Car 392 arrives at charger 77,1
1,9:00,Car 8 starts traveling,NA
1,9:00,Car 117 starts traveling,NA
1,9:00,Car 255 starts traveling,NA
1,9:00,Car 311 arrives at charger 66,6
1,9:00,Car 388 arrives at charger 80,1
1,9:01,Car 3 finish traveling,NA
1,9:01,Car 35 starts traveling,NA
1,9:01,Car 61 finish traveling,NA
1,9:01,Car 92 arrives at charger 24,2
1,9:01,Car 109 arrives at charger 24,3
1,9:01,Car 143 starts traveling,NA
1,9:01,Car 207 arrives at charger 33,1
1,9:01,Car 238 arrives at charger 52,5
1,9:01,Car 244 arrives at charger 48,1
1,9:01,Car 264 starts traveling,NA
1,9:02,Car 154 arrives at charger 43,12
1,9:02,Car 251 finish traveling,NA
1,9:02,Car 262 arrives at charger 53,3
1,9:03,Car 356 arrives at charger 63,2
1,9:04,Car 75 starts traveling,NA
1,9:05,Car 223 arrives at charger 58,8
1,9:05,Car 266 arrives at charger 47,1
1,9:05,Car 31 departs at charger 5,6
1,9:06,Car 85 starts traveling,NA
1,9:06,Car 284 starts traveling,NA
1,9:06,Car 318 starts traveling,NA
1,9:06,Car 365 starts traveling,NA
1,9:06,Car 366 arrives at charger 71,1
1,9:06,Car 70 departs at charger 11,1
1,9:07,Car 6 starts traveling,NA
1,9:07,Car 75 arrives at charger 12,3
1,9:07,Car 275 starts traveling,NA
1,9:07,Car 332 starts traveling,NA
1,9:07,Car 6 arrives at charger 4,1
1,9:08,Car 31 finish traveling,NA
1,9:08,Car 73 starts traveling,NA
1,9:08,Car 74 starts traveling,NA
1,9:08,Car 346 arrives at charger 79,1
1,9:08,Car 135 departs at charger 21,1
1,9:09,Car 8 arrives at charger 3,4
1,9:09,Car 70 finish traveling,NA
1,9:09,Car 117 arrives at charger 21,1
1,9:09,Car 143 arrives at charger 28,4
1,9:10,Car 35 arrives at charger 9,4
1,9:10,Car 101 arrives at charger 21,2
1,9:10,Car 365 arrives at charger 79,1
1,9:10,Car 342 departs at charger 66,6
1,9:11,Car 85 arrives at charger 15,1
1,9:11,Car 184 starts traveling,NA
1,9:11,Car 224 starts traveling,NA
1,9:11,Car 387 starts traveling,NA
1,9:11,Car 265 departs at charger 52,5
1,9:12,Car 68 starts traveling,NA
1,9:12,Car 135 finish traveling,NA
1,9:12,Car 240 starts traveling,NA
1,9:12,Car 255 arrives at charger 53,4
1,9:12,Car 264 arrives at charger 51,1
1,9:12,Car 288 starts traveling,NA
1,9:12,Car 305 starts traveling,NA
1,9:13,Car 68 arrives at charger 16,3
1,9:13,Car 240 arrives at charger 58,9
1,9:13,Car 342 finish traveling,NA
1,9:14,Car 284 arrives at charger 51,2
1,9:14,Car 376 starts traveling,NA
1,9:15,Car 34 starts traveling,NA
1,9:15,Car 46 starts traveling,NA
1,9:15,Car 73 arrives at charger 13,4
1,9:15,Car 200 starts traveling,NA
1,9:15,Car 265 finish traveling,NA
1,9:15,Car 338 starts traveling,NA
1,9:15,Car 340 starts traveling,NA
1,9:15,Car 373 starts traveling,NA
1,9:16,Car 74 arrives at charger 12,4
1,9:16,Car 89 starts traveling,NA
1,9:16,Car 212 starts traveling,NA
1,9:16,Car 318 arrives at charger 69,1
1,9:17,Car 147 starts traveling,NA
1,9:17,Car 156 starts traveling,NA
1,9:17,Car 180 starts traveling,NA
1,9:17,Car 387 arrives at charger 66,6
1,9:17,Car 79 departs at charger 17,2
1,9:18,Car 200 arrives at charger 40,4
1,9:18,Car 271 starts traveling,NA
1,9:18,Car 376 arrives at charger 66,7
1,9:18,Car 133 departs at charger 22,1
1,9:19,Car 28 starts traveling,NA
1,9:19,Car 56 starts traveling,NA
1,9:19,Car 133 finish traveling,NA
1,9:19,Car 275 arrives at charger 50,2
1,9:19,Car 332 arrives at charger 78,1
1,9:20,Car 11 starts traveling,NA
1,9:20,Car 79 finish traveling,NA
1,9:21,Car 58 starts traveling,NA
1,9:21,Car 89 arrives at charger 12,5
1,9:22,Car 165 starts traveling,NA
1,9:22,Car 372 starts traveling,NA
1,9:23,Car 301 departs at charger 55,0
1,9:24,Car 11 arrives at charger 2,4
1,9:24,Car 58 arrives at charger 12,6
1,9:24,Car 156 arrives at charger 32,1
1,9:24,Car 288 arrives at charger 52,5
1,9:24,Car 370 starts traveling,NA
1,9:25,Car 56 arrives at charger 13,5
1,9:25,Car 180 arrives at charger 40,5
1,9:25,Car 196 starts traveling,NA
1,9:25,Car 340 arrives at charger 62,10
1,9:26,Car 5 starts traveling,NA
1,9:26,Car 46 arrives at charger 10,2
1,9:26,Car 59 starts traveling,NA
1,9:26,Car 86 starts traveling,NA
1,9:26,Car 184 arrives at charger 29,1
1,9:26,Car 224 arrives at charger 48,2
1,9:26,Car 226 starts traveling,NA
1,9:27,Car 174 starts traveling,NA
1,9:27,Car 188 starts traveling,NA
1,9:27,Car 212 arrives at charger 37,4
1,9:27,Car 305 arrives at charger 61,6
1,9:27,Car 370 arrives at charger 62,11
1,9:27,Car 373 arrives at charger 73,4
1,9:27,Car 18 departs at charger 4,1
1,9:28,Car 4 starts traveling,NA
1,9:28,Car 34 arrives at charger 8,3
1,9:28,Car 105 starts traveling,NA
1,9:28,Car 248 starts traveling,NA
1,9:28,Car 338 arrives at charger 62,12
1,9:29,Car 165 arrives at charger 32,1
1,9:29,Car 301 finish traveling,NA
1,9:30,Car 18 finish traveling,NA
1,9:30,Car 28 arrives at charger 8,4
1,9:30,Car 228 starts traveling,NA
1,9:30,Car 341 starts traveling,NA
1,9:30,Car 87 departs at charger 12,6
1,9:30,Car 127 departs at charger 24,3
1,9:31,Car 105 arrives at charger 20,2
1,9:31,Car 253 starts traveling,NA
1,9:31,Car 292 departs at charger 47,1
1,9:32,Car 147 arrives at charger 31,8
1,9:32,Car 174 arrives at charger 43,13
1,9:32,Car 231 starts traveling,NA
1,9:32,Car 283 starts traveling,NA
1,9:32,Car 337 starts traveling,NA
1,9:32,Car 354 departs at charger 71,1
1,9:32,Car 334 departs at charger 74,2
1,9:33,Car 4 arrives at charger 1,1
1,9:33,Car 5 arrives at charger 1,2
1,9:33,Car 90 starts traveling,NA
1,9:33,Car 106 starts traveling,NA
1,9:33,Car 209 starts traveling,NA
1,9:33,Car 217 departs at charger 34,0
1,9:33,Car 268 departs at charger 58,9
1,9:34,Car 87 finish traveling,NA
1,9:35,Car 59 arrives at charger 12,6
1,9:35,Car 93 starts traveling,NA
1,9:35,Car 102 starts traveling,NA
1,9:35,Car 127 finish traveling,NA
1,9:35,Car 226 arrives at charger 58,9
1,9:35,Car 283 arrives at charger 53,5
1,9:36,Car 106 arrives at charger 24,3
1,9:36,Car 217 finish traveling,NA
1,9:36,Car 271 arrives at charger 58,10
1,9:36,Car 372 arrives at charger 67,6
1,9:37,Car 86 arrives at charger 15,2
1,9:37,Car 292 finish traveling,NA
1,9:37,Car 331 starts traveling,NA
1,9:37,Car 354 finish traveling,NA
1,9:38,Car 196 arrives at charger 43,14
1,9:38,Car 231 arrives at charger 46,1
1,9:38,Car 268 finish traveling,NA
1,9:38,Car 334 finish traveling,NA
1,9:38,Car 294 departs at charger 48,2
1,9:39,Car 9 starts traveling,NA
1,9:39,Car 188 arrives at charger 34,1
1,9:39,Car 253 arrives at charger 53,6
1,9:39,Car 294 finish traveling,NA
1,9:39,Car 331 arrives at charger 63,3
1,9:40,Car 98 starts traveling,NA
1,9:40,Car 149 starts traveling,NA
1,9:40,Car 209 arrives at charger 43,15
1,9:40,Car 252 departs at charger 46,1
1,9:41,Car 215 starts traveling,NA
1,9:41,Car 140 departs at charger 30,2
1,9:41,Car 336 departs at charger 77,1
1,9:42,Car 121 starts traveling,NA
1,9:42,Car 228 arrives at charger 51,3
1,9:42,Car 285 starts traveling,NA
1,9:42,Car 2 departs at charger 1,2
1,9:42,Car 83 departs at charger 15,2
1,9:42,Car 296 departs at charger 51,3
1,9:43,Car 90 arrives at charger 11,1
1,9:43,Car 93 arrives at charger 25,1
1,9:43,Car 336 finish traveling,NA
1,9:43,Car 337 arrives at charger 62,13
1,9:43,Car 341 arrives at charger 62,14
1,9:43,Car 80 departs at charger 18,1
1,9:44,Car 9 arrives at charger 4,1
1,9:44,Car 248 arrives at charger 60,1
1,9:45,Car 80 finish traveling,NA
1,9:45,Car 140 finish traveling,NA
1,9:45,Car 344 starts traveling,NA
1,9:46,Car 83 finish traveling,NA
1,9:46,Car 102 arrives at charger 21,3
1,9:46,Car 252 finish traveling,NA
1,9:47,Car 54 starts traveling,NA
1,9:47,Car 182 starts traveling,NA
1,9:48,Car 2 finish traveling,NA
1,9:48,Car 215 arrives at charger 31,9
1,9:48,Car 242 starts traveling,NA
1,9:48,Car 296 finish traveling,NA
1,9:49,Car 98 arrives at charger 26,8
1,9:49,Car 170 starts traveling,NA
1,9:49,Car 202 starts traveling,NA
1,9:50,Car 14 starts traveling,NA
1,9:50,Car 50 starts traveling,NA
1,9:50,Car 55 starts traveling,NA
1,9:50,Car 96 starts traveling,NA
1,9:50,Car 345 starts traveling,NA
1,9:50,Car 41 departs at charger 5,5
1,9:51,Car 125 starts traveling,NA
1,9:51,Car 239 starts traveling,NA
1,9:51,Car 285 arrives at charger 61,7
1,9:51,Car 400 starts traveling,NA
1,9:51,Car 64 departs at charger 11,1
1,9:51,Car 64 finish traveling,NA
1,9:52,Car 199 starts traveling,NA
1,9:52,Car 216 starts traveling,NA
1,9:52,Car 344 arrives at charger 62,15
1,9:52,Car 400 arrives at charger 74,2
1,9:53,Car 121 arrives at charger 22,1
1,9:53,Car 125 arrives at charger 21,4
1,9:53,Car 164 starts traveling,NA
1,9:53,Car 274 starts traveling,NA
1,9:53,Car 303 starts traveling,NA
1,9:53,Car 396 starts traveling,NA
1,9:53,Car 104 departs at charger 21,4
1,9:54,Car 41 finish traveling,NA
1,9:54,Car 66 starts traveling,NA
1,9:54,Car 149 arrives at charger 38,8
1,9:55,Car 54 arrives at charger 11,1
1,9:55,Car 104 finish traveling,NA
1,9:55,Car 170 arrives at charger 34,1
1,9:55,Car 274 arrives at charger 56,1
1,9:55,Car 345 arrives at charger 80,1
1,9:55,Car 383 starts traveling,NA
1,9:55,Car 312 departs at charger 66,7
1,9:56,Car 50 arrives at charger 10,3
1,9:56,Car 96 arrives at charger 26,9
1,9:56,Car 202 arrives at charger 34,2
1,9:56,Car 257 departs at charger 52,5
1,9:57,Car 1 starts traveling,NA
1,9:57,Car 14 arrives at charger 4,2
1,9:57,Car 182 arrives at charger 37,5
1,9:57,Car 241 starts traveling,NA
1,9:57,Car 257 finish traveling,NA
1,9:57,Car 258 starts traveling,NA
1,9:58,Car 55 arrives at charger 16,4
1,9:58,Car 237 starts traveling,NA
1,9:59,Car 199 arrives at charger 42,1
1,9:59,Car 259 starts traveling,NA
1,9:59,Car 396 arrives at charger 78,1
1,10:00,Car 239 arrives at charger 47,1
1,10:00,Car 258 arrives at charger 61,8
1,10:01,Car 216 arrives at charger 43,16
1,10:01,Car 312 finish traveling,NA
1,10:02,Car 71 departs at charger 17,1
1,10:03,Car 66 arrives at charger 11,2
1,10:03,Car 242 arrives at charger 47,2
1,10:03,Car 118 departs at charger 22,1
1,10:05,Car 164 arrives at charger 31,10
1,10:05,Car 383 arrives at charger 68,1
1,10:06,Car 1 arrives at charger 1,2
1,10:06,Car 71 finish traveling,NA
1,10:06,Car 237 arrives at charger 61,9
1,10:07,Car 303 arrives at charger 45,2
1,10:08,Car 241 arrives at charger 59,1
1,10:09,Car 156 departs at charger 32,1
1,10:09,Car 394 departs at charger 70,5
1,10:10,Car 118 finish traveling,NA
1,10:10,Car 394 finish traveling,NA
1,10:11,Car 156 finish traveling,NA
1,10:13,Car 259 arrives at charger 56,1
1,10:13,Car 27 departs at charger 7,4
1,10:15,Car 88 departs at charger 12,6
1,10:16,Car 27 finish traveling,NA
1,10:16,Car 266 departs at charger 47,2
1,10:17,Car 366 departs at charger 71,0
1,10:17,Car 321 departs at charger 74,2
1,10:18,Car 88 finish traveling,NA
1,10:18,Car 33 departs at charger 8,4
1,10:18,Car 281 departs at charger 58,10
1,10:19,Car 266 finish traveling,NA
1,10:20,Car 281 finish traveling,NA
1,10:21,Car 211 departs at charger 36,5
1,10:22,Car 33 finish traveling,NA
1,10:23,Car 211 finish traveling,NA
1,10:23,Car 366 finish traveling,NA
1,10:23,Car 161 departs at charger 43,16
1,10:24,Car 321 finish traveling,NA
1,10:24,Car 13 departs at charger 2,4
1,10:24,Car 188 departs at charger 34,2
1,10:24,Car 348 departs at charger 76,1
1,10:25,Car 190 departs at charger 40,5
1,10:25,Car 231 departs at charger 46,0
1,10:26,Car 15 departs at charger 3,4
1,10:26,Car 169 departs at charger 30,1
1,10:26,Car 362 departs at charger 62,15
1,10:26,Car 392 departs at charger 77,0
1,10:27,Car 161 finish traveling,NA
1,10:27,Car 190 finish traveling,NA
1,10:27,Car 231 finish traveling,NA
1,10:27,Car 348 finish traveling,NA
1,10:27,Car 392 finish traveling,NA
1,10:27,Car 4 departs at charger 1,2
1,10:27,Car 85 departs at charger 15,1
1,10:27,Car 264 departs at charger 51,2
1,10:28,Car 13 finish traveling,NA
1,10:28,Car 15 finish traveling,NA
1,10:28,Car 169 finish traveling,NA
1,10:28,Car 362 finish traveling,NA
1,10:28,Car 69 departs at charger 18,0
1,10:29,Car 4 finish traveling,NA
1,10:29,Car 69 finish traveling,NA
1,10:29,Car 85 finish traveling,NA
1,10:29,Car 188 finish traveling,NA
1,10:29,Car 198 departs at charger 38,8
1,10:29,Car 248 departs at charger 60,0
1,10:31,Car 264 finish traveling,NA
1,10:31,Car 289 departs at charger 59,1
1,10:31,Car 289 finish traveling,NA
1,10:32,Car 198 finish traveling,NA
1,10:33,Car 48 departs at charger 10,3
1,10:34,Car 236 departs at charger 45,2
1,10:34,Car 319 departs at charger 73,4
1,10:35,Car 248 finish traveling,NA
1,10:35,Car 319 finish traveling,NA
1,10:35,Car 29 departs at charger 5,4
1,10:35,Car 260 departs at charger 54,0
1,10:36,Car 90 departs at charger 11,2
1,10:37,Car 48 finish traveling,NA
1,10:37,Car 116 departs at charger 19,6
1,10:37,Car 206 departs at charger 44,0
1,10:38,Car 117 departs at charger 21,3
1,10:38,Car 324 departs at charger 63,3
1,10:39,Car 29 finish traveling,NA
1,10:39,Car 245 departs at charger 61,9
1,10:39,Car 245 finish traveling,NA
1,10:40,Car 90 finish traveling,NA
1,10:40,Car 236 finish traveling,NA
1,10:40,Car 274 departs at charger 56,1
1,10:40,Car 386 departs at charger 66,6
1,10:41,Car 117 finish traveling,NA
1,10:41,Car 260 finish traveling,NA
1,10:41,Car 274 finish traveling,NA
1,10:41,Car 122 departs at charger 20,2
1,10:41,Car 282 departs at charger 52,4
1,10:42,Car 116 finish traveling,NA
1,10:42,Car 206 finish traveling,NA
1,10:42,Car 45 departs at charger 9,4
1,10:43,Car 282 finish traveling,NA
1,10:43,Car 230 departs at charger 53,6
1,10:44,Car 199 departs at charger 42,0
1,10:45,Car 230 finish traveling,NA
1,10:45,Car 324 finish traveling,NA
1,10:45,Car 386 finish traveling,NA
1,10:46,Car 45 finish traveling,NA
1,10:47,Car 122 finish traveling,NA
1,10:47,Car 199 finish traveling,NA
1,10:47,Car 60 departs at charger 17,0
1,10:47,Car 142 departs at charger 28,4
1,10:48,Car 121 departs at charger 22,0
1,10:48,Car 306 departs at charger 75,2
1,10:48,Car 306 finish traveling,NA
1,10:49,Car 60 finish traveling,NA
1,10:49,Car 142 finish traveling,NA
1,10:50,Car 383 departs at charger 68,0
1,10:51,Car 139 departs at charger 31,10
1,10:51,Car 335 departs at charger 67,6
1,10:52,Car 121 finish traveling,NA
1,10:54,Car 383 finish traveling,NA
1,10:54,Car 165 departs at charger 32,0
1,10:55,Car 335 finish traveling,NA
1,10:55,Car 57 departs at charger 13,5
1,10:55,Car 229 departs at charger 57,2
1,10:56,Car 139 finish traveling,NA
1,10:56,Car 165 finish traveling,NA
1,10:57,Car 57 finish traveling,NA
1,10:58,Car 141 departs at charger 33,1
1,10:58,Car 243 departs at charger 50,2
1,10:59,Car 229 finish traveling,NA
1,11:00,Car 67 departs at charger 12,5
1,11:00,Car 388 departs at charger 80,1
1,11:01,Car 243 finish traveling,NA
1,11:01,Car 112 departs at charger 26,9
1,11:01,Car 239 departs at charger 47,1
1,11:02,Car 141 finish traveling,NA
1,11:02,Car 398 departs at charger 74,1
1,11:03,Car 249 departs at charger 58,9
1,11:04,Car 67 finish traveling,NA
1,11:04,Car 239 finish traveling,NA
1,11:04,Car 256 departs at charger 49,3
1,11:05,Car 112 finish traveling,NA
1,11:05,Car 256 finish traveling,NA
1,11:05,Car 398 finish traveling,NA
1,11:07,Car 388 finish traveling,NA
1,11:07,Car 315 departs at charger 65,6
1,11:08,Car 249 finish traveling,NA
1,11:08,Car 346 departs at charger 79,1
1,11:09,Car 170 departs at charger 34,1
1,11:10,Car 176 departs at charger 37,5
1,11:11,Car 170 finish traveling,NA
1,11:11,Car 203 departs at charger 30,0
1,11:12,Car 176 finish traveling,NA
1,11:12,Car 315 finish traveling,NA
1,11:12,Car 5 departs at charger 1,1
1,11:12,Car 86 departs at charger 15,0
1,11:12,Car 284 departs at charger 51,1
1,11:13,Car 203 finish traveling,NA
1,11:14,Car 5 finish traveling,NA
1,11:14,Car 346 finish traveling,NA
1,11:15,Car 284 finish traveling,NA
1,11:16,Car 86 finish traveling,NA
1,11:19,Car 332 departs at charger 78,1
1,11:20,Car 24 departs at charger 5,3
1,11:21,Car 54 departs at charger 11,1
1,11:23,Car 24 finish traveling,NA
1,11:23,Car 332 finish traveling,NA
1,11:23,Car 101 departs at charger 21,2
1,11:23,Car 350 departs at charger 69,1
1,11:24,Car 54 finish traveling,NA
1,11:25,Car 350 finish traveling,NA
1,11:25,Car 259 departs at charger 56,0
1,11:25,Car 360 departs at charger 66,5
1,11:26,Car 184 departs at charger 29,0
1,11:26,Car 272 departs at charger 52,3
1,11:27,Car 6 departs at charger 4,2
1,11:27,Car 6 finish traveling,NA
1,11:28,Car 101 finish traveling,NA
1,11:29,Car 360 finish traveling,NA
1,11:30,Car 259 finish traveling,NA
1,11:30,Car 272 finish traveling,NA
1,11:30,Car 51 departs at charger 16,4
1,11:30,Car 97 departs at charger 24,3
1,11:31,Car 97 finish traveling,NA
1,11:32,Car 51 finish traveling,NA
1,11:32,Car 184 finish traveling,NA
1,11:38,Car 244 departs at charger 48,1
1,11:42,Car 244 finish traveling,NA
1,11:45,Car 75 departs at charger 12,4
1,11:46,Car 75 finish traveling,NA
1,11:46,Car 242 departs at charger 47,0
1,11:47,Car 400 departs at charger 74,0
1,11:47,Car 400 finish traveling,NA
1,11:48,Car 297 departs at charger 58,8
1,11:52,Car 242 finish traveling,NA
1,11:54,Car 202 departs at charger 34,0
1,11:55,Car 297 finish traveling,NA
1,11:56,Car 202 finish traveling,NA
1,11:57,Car 1 departs at charger 1,0
1,11:57,Car 228 departs at charger 51,0
1,12:00,Car 1 finish traveling,NA
1,12:01,Car 228 finish traveling,NA
1,12:05,Car 44 departs at charger 5,2
1,12:06,Car 66 departs at charger 11,0
1,12:08,Car 102 departs at charger 21,1
1,12:09,Car 44 finish traveling,NA
1,12:09,Car 66 finish traveling,NA
1,12:09,Car 322 departs at charger 70,4
1,12:10,Car 397 departs at charger 66,4
1,12:11,Car 250 departs at charger 52,2
1,12:12,Car 102 finish traveling,NA
1,12:12,Car 397 finish traveling,NA
1,12:14,Car 322 finish traveling,NA
1,12:15,Car 250 finish traveling,NA
1,12:18,Car 113 departs at charger 25,1
1,12:24,Car 113 finish traveling,NA
1,12:26,Car 20 departs at charger 3,3
1,12:26,Car 367 departs at charger 62,14
1,12:30,Car 74 departs at charger 12,3
1,12:31,Car 20 finish traveling,NA
1,12:31,Car 367 finish traveling,NA
1,12:31,Car 241 departs at charger 59,0
1,12:33,Car 74 finish traveling,NA
1,12:33,Car 47 departs at charger 10,2
1,12:33,Car 273 departs at charger 58,7
1,12:34,Car 355 departs at charger 73,3
1,12:35,Car 241 finish traveling,NA
1,12:38,Car 47 finish traveling,NA
1,12:38,Car 273 finish traveling,NA
1,12:38,Car 351 departs at charger 63,2
1,12:39,Car 355 finish traveling,NA
1,12:40,Car 351 finish traveling,NA
1,12:41,Car 91 departs at charger 20,1
1,12:44,Car 91 finish traveling,NA
1,12:48,Car 317 departs at charger 75,1
1,12:50,Car 21 departs at charger 5,1
1,12:51,Car 384 departs at charger 67,5
1,12:51,Car 384 finish traveling,NA
